A--U1;104.54;0;91.16;1;84.75;1;78.52;0
A--U2;96.85;0;89.23;0;118.09;4;106.98;1
A--U3;110.98;1;123.02;3;99.11;2;69.70;0
A--U4;78.31;0;78.32;0;27.98;0;55.43;0
A--U5;73.73;0;65.25;0;37.77;1;59.01;0
B--U6;148.26;2;88.99;1;74.55;1;139.97;0
B--U7;124.65;0;79.95;0;67.91;0;220.28;5
B--U8;131.93;1;82.91;0;68.37;0;90.91;0
B--U9;87.17;0;52.02;0;20.93;0;54.21;0
B--U10;82.58;0;51.25;0;22.62;0;56.66;0
